Title,Release_Year,Genre,Synopsis,Poster_URL,Movie_ID,Movie_URL,Duration,Certification,Voters,Rating,Path
Skinamarink,(2022),Horror,A mother helps her daughter work through four crucial days of recovery from substance abuse.,"https://m.media-amazon.com/images/M/MV5BOTA2NGZkM2EtN2RjNC00N2ExLWEzNzUtOWRiNDk4M2Q5ZjM3XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",2953250,https://www.imdb.com/title/tt2953250/,41 min,UA,"6,483",7.2,Posters/2953250.jpg
Amsterdam,(2022),"Comedy,Drama,History","Years after a brutal attack left her in a constantly shifting reality, Kirby Mazrachi learns that a recent murder is linked to her assault. She teams with a veteran reporter to understand her ever-changing present and confront her past.","https://m.media-amazon.com/images/M/MV5BOWZhOWM2ODUtNmIxZS00YWZkLWE1MzItNjMxOWExY2QxOGQ4XkEyXkFqcGdeQXVyMTA1OTAyOTI@._V1_QL75_UX280_CR0,3,280,414_.jpg",8923854,https://www.imdb.com/title/tt8923854/,106 min,UA,"253,424",8.0,Posters/8923854.jpg
Malignant,(I) (2021),"Crime,Horror,Mystery","In the dark, early days of a zombie apocalypse, complete strangers band together to find the strength they need to survive and get back to loved ones.","https://m.media-amazon.com/images/M/MV5BYmMzZTYwNWEtMTM2Yy00NzlmLWJlOTMtZmM5NDA4ZmJlYzE3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",11952974,https://www.imdb.com/title/tt11952974/,112 min,A,"315,505",7.2,Posters/11952974.jpg
Four Good Days,(2020),Drama,Realtor Luke Roman and an elite team of specialists handle the cases that no one else can: haunted and possessed houses that literally scare would-be buyers away.,"https://m.media-amazon.com/images/M/MV5BMTYxNzQ2MTUwMF5BMl5BanBnXkFtZTgwNTMwMDIzNDM@._V1_QL75_UX280_CR0,3,280,414_.jpg",5052460,https://www.imdb.com/title/tt5052460/,129 min,15+,"765,251",7.6,Posters/5052460.jpg
Shining Girls,(2022– ),"Crime,Drama,Mystery","As former CIA agent Bryan Mills deals with a personal tragedy that shakes his world, he fights to overcome the incident and exact revenge.","https://m.media-amazon.com/images/M/MV5BNzMwZTRmODQtNTcwMC00ZTU2LTgyODMtNWIxOGMzZGVkZDIxXkEyXkFqcGdeQXVyMjQxNjA1MzU@._V1_QL75_UX280_CR0,3,280,414_.jpg",14033502,https://www.imdb.com/title/tt14033502/,98 min,UA,"14,202",7.9,Posters/14033502.jpg
Black Summer,(2019–2021),"Action,Drama,Horror","Emi, a school teacher, finds her career and reputation under threat after a personal sex tape is leaked on the Internet. Forced to meet the parents demanding her dismissal, Emi refuses to surrender to their pressure.","https://m.media-amazon.com/images/M/MV5BZTM2MGFmMjctM2EyNi00MmI4LTkyYjItMDhjZWQ4MjUyNGJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",402894,https://www.imdb.com/title/tt0402894/,118 min,12+,"716,827",5.1,Posters/402894.jpg
SurrealEstate,(2021– ),"Drama,Fantasy,Mystery","The fabled romantic Giacomo Casanova, after failing to win the affection of the Venetian woman Francesca Bruni, strives to discover the real meaning of love.","https://m.media-amazon.com/images/M/MV5BMjMwNjY2Mjk5OV5BMl5BanBnXkFtZTgwODM2NTA0MzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",2097298,https://www.imdb.com/title/tt2097298/,86 min,UA,"5,630",7.1,Posters/2097298.jpg
Taken,(2017–2018),"Action,Drama,Thriller","Jim White moves his family after losing his last job as a football coach, and at his new school he turns seven disappointing students into one of the best cross-country teams in the region.","https://m.media-amazon.com/images/M/MV5BNWVlNTA2ZGUtYzVmZS00Njg0LWE5ZDItZTcyNDNmOTUxMjE3XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1235189,https://www.imdb.com/title/tt1235189/,124 min,PG,"656,919",7.8,Posters/1235189.jpg
On the Rocks,(2020),"Adventure,Comedy,Drama",The turmoil in poet/playwright Oscar Wilde's life after he discovers his homosexuality.,"https://m.media-amazon.com/images/M/MV5BZjAwMmZiZjYtZGIzOS00ODIzLThmODEtNGE0MDc4ODM1MWYzXkEyXkFqcGdeQXVyNDE5MTUzNjQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",5328602,https://www.imdb.com/title/tt5328602/,188 min,A,"13,233",6.6,Posters/5328602.jpg
Casanova,(2005),"Biography,Drama,Sport",A group of young US tourists' vacation in Africa turns into the ultimate nightmare when they arrive at an abandoned lodge isolated in a remote African rural area that holds an ominous and deadly secret.,"https://m.media-amazon.com/images/M/MV5BZjhlNzMxZDEtYmFjNy00ZjM5LWE1YmQtOTM1YTFmMTIxZGZiXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",120703,https://www.imdb.com/title/tt0120703/,101 min,UA,"179,723",7.4,Posters/120703.jpg
"McFarland, USA",(2015),"Action,Comedy,Crime","Stella is a highly successful, forty-something San Francisco stock broker who is persuaded by her colorful New York girlfriend Delilah to take a well deserved, first-class vacation to Jamaica.","https://m.media-amazon.com/images/M/MV5BZWU3NzE3MmEtMTg1Zi00OTRmLWJhYWItYWNlODI1MWUwZTExXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",7736544,https://www.imdb.com/title/tt7736544/,60 min,U,"57,884",8.0,Posters/7736544.jpg
Wild Target,(2010),"Horror,Thriller",A pair of teenage royals and their bodyguard escape from their home planet and try to blend in on Earth.,"https://m.media-amazon.com/images/M/MV5BZjk3YThkNDktNjZjMS00MTBiLTllNTAtYzkzMTU0N2QwYjJjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,3,280,414_.jpg",175880,https://www.imdb.com/title/tt0175880/,104 min,U,"425,230",6.9,Posters/175880.jpg
How Stella Got Her Groove Back,(1998),"Animation,Action,Adventure","Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.","https://m.media-amazon.com/images/M/MV5BYTAxMGU0NzQtODRjOS00Y2IzLTlkOWMtYTdhYmVhYTBmNDgzXkEyXkFqcGdeQXVyMTUyMTgzNjY4._V1_QL75_UX280_CR0,3,280,414_.jpg",7187044,https://www.imdb.com/title/tt7187044/,22 min,Not Rated,"104,412",6.4,Posters/7187044.jpg
3Below: Tales of Arcadia,(2018–2019),Drama,"In early 1990s Boston, ADA, Decourcy Ward, forms an unlikely alliance with a corrupt venerated FBI veteran, Jackie Rohr. Together, they take on a case that changes the city's entire criminal justice system.","https://m.media-amazon.com/images/M/MV5BM2MxZmU0ZmYtZDNiNi00MTA3LThhNDQtNzI1YjYwYzhjZDExXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_QL75_UX280_CR0,3,280,414_.jpg",14001894,https://www.imdb.com/title/tt14001894/,87 min,R,"61,891",7.5,Posters/14001894.jpg
I Am Legend,(2007),"Crime,Drama,Thriller","Captain Barbossa, Will Turner and Elizabeth Swann must sail off the edge of the map, navigate treachery and betrayal, find Jack Sparrow, and make their final alliances for one last decisive battle.","https://m.media-amazon.com/images/M/MV5BYjA1NWQyNzYtZTlmNy00YjYzLWJlNDUtMjA5ZWY2YTM2M2ZlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",3551096,https://www.imdb.com/title/tt3551096/,122 min,PG-13,"9,680",5.2,Posters/3551096.jpg
Secret Headquarters,(2022),"Action,Adventure,Fantasy","On the night she plans to take her own life, a 17-year-old girl is kidnapped and finds herself fighting to stay alive. She is released, but when she returns home, no one believes her story except for one detective.","https://m.media-amazon.com/images/M/MV5BZmE2ODFlZjctOWZlZi00MGVkLTk5NDctYWZmMWQyOTczNjYzXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",389722,https://www.imdb.com/title/tt0389722/,102 min,18,"2,591",6.6,Posters/389722.jpg
Pirates of the Caribbean: At World's End,(2007),Comedy,"After an Alaskan town is plunged into darkness for a month, it is attacked by a bloodthirsty gang of vampires.","https://m.media-amazon.com/images/M/MV5BMmQxNGRkMjYtZTAyMy00MDUyLThiNmYtODI1NTkyNmI0ZTNlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX280_CR0,3,280,414_.jpg",6398184,https://www.imdb.com/title/tt6398184/,132 min,UA 7+,"30,269",5.8,Posters/6398184.jpg
Fresh Off the Boat,(2015–2020),"Animation,Adventure,Comedy","The continuing story of the Crawley family, wealthy owners of a large estate in the English countryside in the early twentieth century.","https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_QL75_UX280_CR0,3,280,414_.jpg",103639,https://www.imdb.com/title/tt0103639/,100 min,A,"586,557",8.2,Posters/103639.jpg
30 Days of Night,(2007),"Drama,Romance","In the dying days of the old west, an elderly sheriff and his posse set out to rescue their town's doctor from cannibalistic cave dwellers.","https://m.media-amazon.com/images/M/MV5BMGVjMGU5NWMtYjNjNC00N2E1LTkyZDItMmQ3NmI2OWM0YWNjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,3,280,414_.jpg",115964,https://www.imdb.com/title/tt0115964/,45 min,R,460,6.2,Posters/115964.jpg
Downton Abbey,(2019),"Animation,Adventure,Comedy","After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.","https://m.media-amazon.com/images/M/MV5BOTM3MGUwNTItNmIyYi00NjFiLTg5NWQtYzRlYzY3ODY3YTM1XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_QL75_UX280_CR0,3,280,414_.jpg",5462720,https://www.imdb.com/title/tt5462720/,108 min,UA,"37,798",7.0,Posters/5462720.jpg
My Girl,(1991),"Drama,Horror,Western","A senator arranges for his son, a rich white kid who fancies himself black, to be kidnapped by a couple of black actors pretending to be murderers to try and shock him out of his plans to become a rapper.","https://m.media-amazon.com/images/M/MV5BMTc4Mjg3M2YtMzZlZi00MzE0LThkNTEtMmE4MTRhNzZlZjRmXkEyXkFqcGdeQXVyODc5Mjc4Nzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",8974594,https://www.imdb.com/title/tt8974594/,95 min,R,"2,677",5.4,Posters/8974594.jpg
Bone Tomahawk,(2015),Drama,Three crime-writing sisters and their 28-year old niece use their extensive knowledge of crime to solve whodunit style murders in the picturesque English village of Wildemarsh.,"https://m.media-amazon.com/images/M/MV5BZDg3MzdiYjAtZWQ0MC00MDY4LWE5ZWEtNjliNTE3ZDZjNTU3XkEyXkFqcGdeQXVyMTAyMjQ3NzQ1._V1_QL75_UX280_CR0,3,280,414_.jpg",13456318,https://www.imdb.com/title/tt13456318/,23 min,A,"78,089",6.4,Posters/13456318.jpg
Chicago,(2002),Comedy,"Eddy persuades his three pals to pool money for a vital poker game against a powerful local mobster, Hatchet Harry. Eddy loses, after which Harry gives him a week to pay back 500,000 pounds.","https://m.media-amazon.com/images/M/MV5BMTk5MjM4OTU1OV5BMl5BanBnXkFtZTcwODkzNDIzMw@@._V1_QL75_UX280_CR0,3,280,414_.jpg",1022603,https://www.imdb.com/title/tt1022603/,105 min,A,150,7.4,Posters/1022603.jpg
Kevin Can Wait,(2016–2018),"Comedy,Crime","After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back.","https://m.media-amazon.com/images/M/MV5BM2JmOGUyMGMtMWQwYi00NDA5LWFiOTgtNjZmNGIxYWU5MTNjXkEyXkFqcGdeQXVyODUwNjEzMzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",14298658,https://www.imdb.com/title/tt14298658/,60 min,PG-13,"33,067",6.4,Posters/14298658.jpg
Malibu's Most Wanted,(2003),"Crime,Drama,Mystery","A new species of Transformers must find their place and purpose among Autobots, Decepticons, and the human family who adopts them.","https://m.media-amazon.com/images/M/MV5BMzlkYjg4MzEtMzM4My00NzVkLWEyZDUtMjYwNTNkNjZjYWMzXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",427954,https://www.imdb.com/title/tt0427954/,101 min,R,"53,517",6.8,Posters/427954.jpg
Queens of Mystery,(2019– ),"Crime,Drama,Sci-Fi","A young fighter named Kham must go to Australia to retrieve his stolen elephant. With the help of a Thai-born Australian detective, Kham must take on all comers, including a gang led by an evil woman and her two deadly bodyguards.","https://m.media-amazon.com/images/M/MV5BMDYwYWVhOTEtOTQ2ZC00ZTU4LWJjZmQtY2QzNThjZGIyNjQ3XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",119123,https://www.imdb.com/title/tt0119123/,97 min,PG-13,"46,171",6.9,Posters/119123.jpg
Hunters,(2016),"Drama,Romance",A federal agent uncovers lucrative toxic waste dumps in Appalachia and must deal with the locals who want to keep their 'gold mine' secret.,"https://m.media-amazon.com/images/M/MV5BMTU1NjIwNTI0M15BMl5BanBnXkFtZTgwODQ3MDI0ODE@._V1_QL75_UX280_CR0,3,280,414_.jpg",4983204,https://www.imdb.com/title/tt4983204/,97 min,A,"5,390",5.9,Posters/4983204.jpg
Persuasion,(I) (2022),"Action,Comedy,Crime",The disappearance of a decorated FBI agent's wife leads him to a secret government unit assembled to hunt a group of ruthless terrorists--shadowy figures that may or may not be from this world.,"https://m.media-amazon.com/images/M/MV5BMTkyNDY1ODQwNV5BMl5BanBnXkFtZTgwNzA2MjUwNzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",3530002,https://www.imdb.com/title/tt3530002/,96 min,PG-13,"162,048",6.5,Posters/3530002.jpg
"Lock, Stock and Two Smoking Barrels",(1998),"Comedy,Drama,Romance","On Christmas Eve, three lifelong friends spend the night in New York City looking for the Holy Grail of Christmas parties.","https://m.media-amazon.com/images/M/MV5BNWIwMGYzOGYtMDY2Yy00NDk5LWI5MTItMDI2YzExMzI4ZDQ0XkEyXkFqcGdeQXVyNTE0MDY4Mjk@._V1_QL75_UX280_CR0,3,280,414_.jpg",244970,https://www.imdb.com/title/tt0244970/,98 min,R,"43,756",6.6,Posters/244970.jpg
(500) Days of Summer,(2009),"Animation,Short,Action","After being jilted by her boyfriend, a talk show talent scout writes a column on the relationship habits of men which gains her national fame.","https://m.media-amazon.com/images/M/MV5BMjNhNzY3NGItOTkzMi00NDZmLWJmNGQtNGY1NzNmOWMzYzU1XkEyXkFqcGdeQXVyNTg5MTY3NjU@._V1_QL75_UX280_CR0,3,280,414_.jpg",8649344,https://www.imdb.com/title/tt8649344/,119 min,PG,"39,788",7.2,Posters/8649344.jpg
Transformers: Earthspark,(2022– ),"Action,Crime,Drama","In 1988, a closeted teacher is pushed to the brink when a new student threatens to expose her sexuality.","https://m.media-amazon.com/images/M/MV5BZTEwY2M0NzAtYjBiMi00Yzg3LWE0ZGYtYTYwODEzMWU0MDFhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",9606374,https://www.imdb.com/title/tt9606374/,99 min,UA,"13,300",6.2,Posters/9606374.jpg
Tom yum goong,(2005),"Action,Drama,Thriller",A young mother reconnects with her larger-than-life playboy father on an adventure through New York.,"https://m.media-amazon.com/images/M/MV5BY2E2YTU0NDktMjQxZi00NTU1LWIyZTUtOGI2OGIzNTVjM2VmXkEyXkFqcGdeQXVyNDY2MjcyOTQ@._V1_QL75_UX280_CR0,3,280,414_.jpg",6820256,https://www.imdb.com/title/tt6820256/,92 min,UA 7+,"85,175",6.9,Posters/6820256.jpg
Someone Like You...,(2001),Drama,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.","https://m.media-amazon.com/images/M/MV5BMzZlNGUzNGItNDc3MS00ZGNiLTg5ZDUtOTMwZmY2YzFiZGRlXkEyXkFqcGdeQXVyODU4NzI4NDI@._V1_QL75_UX280_CR0,3,280,414_.jpg",5114840,https://www.imdb.com/title/tt5114840/,88 min,PG,"6,932",5.3,Posters/5114840.jpg
Blue Jean,(2022),"Comedy,Drama,Romance","UK, Aug. 15, 1939: 17 days before WWII, an English teacher and his camera disappear from a coastal boarding school with 20 German teen girls. Miller gets the job six days later, secretly trying to find out what happened.","https://m.media-amazon.com/images/M/MV5BMTAwNzYzMDQyMzReQTJeQWpwZ15BbWU3MDMyNDA0MjI@._V1_QL75_UX280_CR0,3,280,414_.jpg",834001,https://www.imdb.com/title/tt0834001/,105 min,R,"15,885",6.5,Posters/834001.jpg
Arctic,(2018),"Adventure,Drama","An origins story centered on the centuries-old feud between the race of aristocratic vampires and their onetime slaves, the Lycans.","https://m.media-amazon.com/images/M/MV5BYzE1YjI2MjctZTY2Zi00NDBhLWIzYmMtNzMzMDgwZjE4MzUxXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_QL75_UX280_CR0,3,280,414_.jpg",5208252,https://www.imdb.com/title/tt5208252/,88 min,R,"16,580",7.6,Posters/5208252.jpg
Stronger,(I) (2017),"Biography,Drama",A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,"https://m.media-amazon.com/images/M/MV5BNTU2M2Q0YzktZGE4MC00YTQ1LWJmZGUtYzdjZTdiODBkY2ZmXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_QL75_UX280_CR0,3,280,414_.jpg",110598,https://www.imdb.com/title/tt0110598/,76 min,UA,"94,878",6.5,Posters/110598.jpg
Underworld: Rise of the Lycans,(2009),"Action,Fantasy,Thriller",A husband and wife are sucked into a hellish television set and must survive the gauntlet of twisted versions of shows in which they find themselves.,"https://m.media-amazon.com/images/M/MV5BMjAwODYzNDY4Ml5BMl5BanBnXkFtZTcwODkwNTgzNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",113161,https://www.imdb.com/title/tt0113161/,85 min,PG-13,"3,674",7.9,Posters/113161.jpg
Operation Finale,(2018),"Biography,Drama,History","A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.","https://m.media-amazon.com/images/M/MV5BZDg4MjVhZDQtM2RiNC00NzZkLWI4MWMtMjkxNjMyZGM3ZmRmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",14301252,https://www.imdb.com/title/tt14301252/,99 min,UA,"138,294",5.9,Posters/14301252.jpg
Muriel's Wedding,(1994),"Comedy,Drama","Zed anticipates an athletic scholarship while Addison is gearing up for Seabrook's international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, causing more than friendly competition.","https://m.media-amazon.com/images/M/MV5BOTRmNTRiZGQtOGNjYi00NDAyLWFkNDQtOTgxOWMxZTM1YzBhXkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_QL75_UX280_CR0,3,280,414_.jpg",108395,https://www.imdb.com/title/tt0108395/,30 min,UA,"636,894",6.9,Posters/108395.jpg
Z-O-M-B-I-E-S 3,(2022),"Family,Musical,Romance","England 1959. In a small East Anglian town, Florence Green decides, against polite but ruthless local opposition, to open a bookshop.","https://m.media-amazon.com/images/M/MV5BMjAwMzc4MDgxNF5BMl5BanBnXkFtZTYwNjUwMzE3._V1_QL75_UX280_CR0,3,280,414_.jpg",343660,https://www.imdb.com/title/tt0343660/,85 min,U,"171,081",6.3,Posters/343660.jpg
The Bookshop,(2017),Drama,Reality television alumni and others compete to win cash prizes.,"https://m.media-amazon.com/images/M/MV5BMjQ1MzcxNjg4N15BMl5BanBnXkFtZTgwNzgwMjY4MzI@._V1_QL75_UX280_CR0,3,280,414_.jpg",2527336,https://www.imdb.com/title/tt2527336/,-,18,"45,879",7.2,Posters/2527336.jpg
The Castle,(1997),"Comedy,Drama","In ancient China, a group of European mercenaries encounters a secret army that maintains and defends the Great Wall of China against a horde of monstrous creatures.","https://m.media-amazon.com/images/M/MV5BOWM5ZWFmZTItMGVhMC00MGQwLTgzYzktOTIxMGY4YWVkZjYxXkEyXkFqcGdeQXVyMzk3OTY0OA@@._V1_QL75_UX280_CR0,3,280,414_.jpg",5143226,https://www.imdb.com/title/tt5143226/,7 min,18,"28,945",7.9,Posters/5143226.jpg
Twas the Night Before Christmas,(2022 TV Movie),"Comedy,Drama,Family","The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.","https://m.media-amazon.com/images/M/MV5BY2Q5Y2NhZDYtMDYzNC00ODE0LTgwNTktMDdmODM5MzIxOTJlXkEyXkFqcGdeQXVyMTMxNjUyMDkx._V1_QL75_UX280_CR0,3,280,414_.jpg",3747572,https://www.imdb.com/title/tt3747572/,83 min,R,"246,606",7.6,Posters/3747572.jpg
50 First Dates,(2004),"Comedy,Drama,Romance",Two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.,"https://m.media-amazon.com/images/M/MV5BNDhmNDYyZjctY2RkNS00YTJlLWJmMDAtNWI1ZWZjYTYzNDhkXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_QL75_UX280_CR0,3,280,414_.jpg",13643704,https://www.imdb.com/title/tt13643704/,60 min,U,"218,123",7.2,Posters/13643704.jpg
Real World/Road Rules Challenge,(1998– ),"Adventure,Game-Show,Reality-TV",A Cambridgeshire clergyman finds himself investigating a series of mysterious wrongdoings in his small village of Grantchester.,"https://m.media-amazon.com/images/M/MV5BYzM2N2FlYjItYjIwNi00OGI5LThjYTUtYTVhZWMzYThjZDMwXkEyXkFqcGdeQXVyNTE4Mzg5MDY@._V1_QL75_UX280_CR0,3,280,414_.jpg",2049400,https://www.imdb.com/title/tt2049400/,100 min,UA 16+,"59,087",6.1,Posters/2049400.jpg
